286 9 8.286713286713287 1.3283454434330813 3 1.3283454434330813 3 4.5174825174825175 4.5174825174825175 8 8 0.5881143186650182 0.5881143186650182 
286 9 8.202797202797203 1.3291442780669673 3 1.3291442780669673 3 4.6923076923076925 4.6923076923076925 9 9 0.625227616149562 0.625227616149562 
286 9 8.153846153846153 1.3880472364354666 4 1.3880472364354666 4 4.664335664335664 4.664335664335664 10 10 0.6113210313385141 0.6113210313385141 
286 9 8.321678321678322 1.3969978438717285 3 1.3969978438717285 3 4.629370629370629 4.629370629370629 9 9 0.5872836080003908 0.5872836080003908 
286 9 8.37062937062937 1.3387571132943652 4 1.3387571132943652 4 4.643356643356643 4.643356643356643 8 8 0.5952601097654574 0.5952601097654574 
286 9 8.447552447552448 1.3532419507944555 3 1.3532419507944555 3 4.629370629370629 4.629370629370629 10 10 0.5893004625522108 0.5893004625522108 
286 9 8.034965034965035 1.3463959269004617 3 1.3463959269004617 3 4.545454545454546 4.545454545454546 9 9 0.6081209437415729 0.6081209437415729 
286 9 8.216783216783217 1.3235011476754506 3 1.3235011476754506 3 4.608391608391608 4.608391608391608 8 8 0.6172323323187163 0.6172323323187163 
286 9 8.034965034965035 1.3620472408285644 3 1.3620472408285644 3 4.566433566433567 4.566433566433567 9 9 0.6056198366513053 0.6056198366513053 
286 9 7.979020979020979 1.3282398950140482 4 1.3282398950140482 4 4.6223776223776225 4.6223776223776225 8 8 0.6127873731689039 0.6127873731689039 
286 9 8.671328671328672 1.331193387409733 4 1.331193387409733 4 4.664335664335664 4.664335664335664 8 8 0.5857359597872758 0.5857359597872758 
286 9 7.881118881118881 1.3449729281407838 4 1.3449729281407838 4 4.503496503496503 4.503496503496503 8 8 0.6105564053502143 0.6105564053502143 
286 9 8.713286713286713 1.3462924112166303 4 1.3462924112166303 4 4.594405594405594 4.594405594405594 9 9 0.5917701816779523 0.5917701816779523 
286 9 8.293706293706293 1.3423443533155481 4 1.3423443533155481 4 4.7622377622377625 4.7622377622377625 9 9 0.6224174184401456 0.6224174184401456 
286 9 8.412587412587413 1.3841860669136175 4 1.3841860669136175 4 4.5174825174825175 4.5174825174825175 8 8 0.5832462943039867 0.5832462943039867 
286 9 8.0 1.329309732459136 3 1.329309732459136 3 4.594405594405594 4.594405594405594 9 9 0.6205484298141641 0.6205484298141641 
