5,beaconingMessages,4.8125,3.94251279643032,5.68248720356968,RMYSMessages,4.6875,4.17596164916499,5.19903835083501,PDTMessages,1,1,1
6,beaconingMessages,5.6875,4.80893071737341,6.56606928262659,RMYSMessages,4.9375,4.43334887248465,5.44165112751535,PDTMessages,1,1,1
7,beaconingMessages,7.5625,6.38792045421564,8.73707954578436,RMYSMessages,5.875,5.42075784266539,6.32924215733461,PDTMessages,1,1,1
8,beaconingMessages,7.6875,6.39434146974356,8.98065853025644,RMYSMessages,5.375,4.80369803299831,5.94630196700169,PDTMessages,1,1,1
9,beaconingMessages,8.5625,7.0426234887745,10.0823765112255,RMYSMessages,5.9375,5.32576610411471,6.54923389588529,PDTMessages,1,1,1
10,beaconingMessages,8.8125,7.26086691374056,10.3641330862594,RMYSMessages,6,5.30703535443718,6.69296464556282,PDTMessages,1,1,1
11,beaconingMessages,10.4375,9.39850427846165,11.4764957215384,RMYSMessages,6.3125,5.71944942511199,6.90555057488801,PDTMessages,1,1,1
12,beaconingMessages,10.25,8.2483335067999,12.2516664932001,RMYSMessages,6,5.16916457706715,6.83083542293285,PDTMessages,1,1,1
13,beaconingMessages,14.3125,12.0489416322138,16.5760583677862,RMYSMessages,6.4375,5.72386521288897,7.15113478711103,PDTMessages,1,1,1
14,beaconingMessages,13.3125,11.6899529330787,14.9350470669213,RMYSMessages,6.5625,6.13925407931676,6.98574592068324,PDTMessages,1,1,1
15,beaconingMessages,15.6875,14.0557305664172,17.3192694335828,RMYSMessages,6.5625,6.04367959815077,7.08132040184923,PDTMessages,1,1,1
16,beaconingMessages,14.9375,13.795306557813,16.079693442187,RMYSMessages,6.625,6.17075784266539,7.07924215733461,PDTMessages,1,1,1
17,beaconingMessages,17.1875,15.1655540970701,19.2094459029299,RMYSMessages,6.875,6.12234739919402,7.62765260080598,PDTMessages,1,1,1
18,beaconingMessages,17.1875,15.1729894553825,19.2020105446175,RMYSMessages,6.875,6.45509115572544,7.29490884427456,PDTMessages,1,1,1
19,beaconingMessages,18.0625,16.0386995257993,20.0863004742007,RMYSMessages,7.0625,6.55834887248465,7.56665112751535,PDTMessages,1,1,1
20,beaconingMessages,16.75,15.1294773219729,18.3705226780271,RMYSMessages,7.125,6.63884319659188,7.61115680340812,PDTMessages,1,1,1
