13 148 14 241 4 4 1 36 0 
13 212 11 155 4 4 1 33 1 
13 69 11 157 6 6 1 43 2 
13 317 13 222 5 5 1 43 3 
13 356 16 310 6 6 1 49 4 
13 263 13 195 5 5 1 41 5 
13 50 23 557 5 5 1 39 6 
13 1 12 197 5 5 1 40 7 
13 237 16 251 7 7 1 56 8 
13 94 14 202 7 7 1 54 9 
13 377 10 138 4 4 1 30 10 
13 273 12 161 9 9 1 70 11 
13 397 13 193 6 6 1 49 12 
13 337 14 210 6 6 1 50 13 
13 374 9 116 4 4 1 33 14 
13 117 14 230 6 6 1 45 15 
13 232 14 251 6 6 1 48 16 
13 179 15 252 4 4 1 34 17 
13 208 14 234 6 6 1 49 18 
13 287 12 182 3 3 1 26 19 
13 164 9 112 5 5 1 37 20 
13 45 20 400 6 6 1 48 21 
13 376 9 115 6 6 1 49 22 
13 285 12 197 6 6 1 48 23 
13 410 16 277 5 5 1 39 24 
13 35 14 218 7 7 1 58 25 
13 257 14 243 6 6 1 52 26 
13 242 13 215 5 5 1 41 27 
13 155 14 174 7 7 1 51 28 
13 409 7 75 3 3 1 21 29 
13 349 12 168 6 6 1 46 30 
13 346 13 218 5 5 1 41 31 
13 168 15 221 6 6 1 51 32 
13 308 12 161 6 6 1 46 33 
13 117 8 96 4 4 1 28 34 
13 400 11 173 5 5 1 38 35 
13 109 17 300 5 5 1 47 36 
13 211 16 281 6 6 1 49 37 
13 89 10 188 4 4 1 32 38 
13 8 11 166 5 5 1 38 39 
13 288 10 123 5 5 1 37 40 
13 172 9 103 6 6 1 44 41 
13 223 16 268 7 7 1 52 42 
13 89 11 183 5 5 1 39 43 
13 111 12 153 7 7 1 57 44 
13 365 12 162 5 5 1 42 45 
13 5 16 265 5 5 1 43 46 
13 257 12 175 6 6 1 49 47 
13 246 19 340 8 8 1 61 48 
13 400 18 350 5 5 1 45 49 
13 139 19 362 7 7 1 57 50 
13 379 12 167 7 7 1 58 51 
13 322 11 150 6 6 1 42 52 
13 128 4 49 2 2 1 16 53 
13 264 15 218 6 6 1 53 54 
13 47 15 225 5 5 1 43 55 
13 184 6 83 4 4 1 32 56 
13 299 13 189 5 5 1 41 57 
13 132 17 348 6 6 1 51 58 
13 397 11 171 7 7 1 55 59 
13 334 12 160 6 6 1 43 60 
13 210 8 89 7 7 1 50 61 
13 353 14 245 4 4 1 32 62 
13 40 13 204 6 6 1 49 63 
13 355 14 221 5 5 1 41 64 
13 243 12 176 6 6 1 52 65 
13 272 17 286 4 4 1 35 66 
13 122 14 214 5 5 1 43 67 
