12 107 14 236 8 8 1 62 0 
12 260 9 111 4 4 1 29 1 
12 238 19 367 7 7 1 57 2 
12 197 8 99 5 5 1 33 3 
12 238 16 260 5 5 1 44 4 
12 110 8 86 4 4 1 28 5 
12 52 11 144 4 4 1 34 6 
12 362 12 209 4 4 1 33 7 
12 201 10 135 6 6 1 47 8 
12 165 9 111 5 5 1 37 9 
12 37 12 206 4 4 1 36 10 
12 37 9 137 5 5 1 41 11 
12 306 7 77 3 3 1 23 12 
12 210 12 181 7 7 1 53 13 
12 172 18 329 4 4 1 34 14 
12 134 9 110 6 6 1 46 15 
12 53 13 167 5 5 1 44 16 
12 140 11 140 8 8 1 63 17 
12 378 12 156 6 6 1 44 18 
12 151 16 333 6 6 1 47 19 
12 382 9 107 7 7 1 54 20 
12 48 12 160 6 6 1 47 21 
12 231 14 209 6 6 1 44 22 
12 123 7 67 4 4 1 27 23 
12 95 12 199 5 5 1 41 24 
12 225 10 131 5 5 1 40 25 
12 317 9 100 5 5 1 41 26 
12 297 10 163 5 5 1 41 27 
12 41 19 349 3 3 1 26 28 
12 284 8 89 7 7 1 52 29 
12 356 10 128 4 4 1 33 30 
12 174 14 247 6 6 1 49 31 
12 81 8 86 4 4 1 31 32 
12 118 17 251 6 6 1 48 33 
12 44 10 126 4 4 1 27 34 
12 86 13 186 6 6 1 47 35 
12 180 14 212 5 5 1 41 36 
12 189 13 183 8 8 1 60 37 
12 246 11 148 5 5 1 38 38 
12 43 8 77 3 3 1 23 39 
12 377 12 144 5 5 1 37 40 
12 334 15 226 6 6 1 51 41 
12 345 13 209 7 7 1 55 42 
12 233 10 139 4 4 1 34 43 
12 283 16 255 4 4 1 35 44 
12 232 10 124 4 4 1 33 45 
12 49 13 208 5 5 1 41 46 
12 364 11 151 4 4 1 31 47 
12 195 11 161 5 5 1 42 48 
12 83 15 204 5 5 1 34 49 
12 6 11 140 4 4 1 33 50 
12 200 15 225 6 6 1 47 51 
12 159 8 104 3 3 1 23 52 
12 65 12 187 4 4 1 36 53 
12 9 8 104 5 5 1 39 54 
12 167 9 102 5 5 1 33 55 
12 67 11 137 5 5 1 41 56 
12 112 12 196 5 5 1 38 57 
12 65 12 180 3 3 1 26 58 
12 333 17 321 6 6 1 46 59 
12 153 9 133 4 4 1 33 60 
12 348 13 162 5 5 1 38 61 
12 32 16 280 6 6 1 49 62 
12 59 8 91 5 5 1 32 63 
12 310 17 259 4 4 1 35 64 
12 217 11 141 5 5 1 41 65 
12 276 12 177 6 6 1 46 66 
12 67 14 191 8 8 1 61 67 
12 198 16 249 7 7 1 57 68 
12 359 13 203 6 6 1 48 69 
12 115 11 149 5 5 1 42 70 
12 309 12 199 6 6 1 51 71 
12 123 14 205 5 5 1 43 72 
12 318 17 294 6 6 1 46 73 
