17,240,15,3,4,1,4,1,1,4,8101221778423104537,Node(216)
17,240,7,4,4,1,4,0,1,4,2479027534046183196,Node(220)
17,240,15,6,6,1,6,0,1,6,-2199498252720655188,Node(8)
17,240,24,3,5,1,3,0,1,5,2355987328936718109,Node(169)
17,240,22,3,6,1,3,0,1,6,-5734797713102228983,Node(204)
17,240,14,4,4,1,4,0,1,4,7958935150887339627,Node(223)
17,240,17,4,5,1,4,0,1,5,5077377341390875072,Node(40)
17,240,14,3,7,1,3,0,1,7,2907607827775448038,Node(140)
17,240,18,5,7,1,5,0,1,7,-5432617131143649808,Node(212)
17,240,10,2,4,1,2,0,1,4,-1410331605301245975,Node(93)
17,240,13,4,5,1,4,0,1,5,-5946115582241893881,Node(33)
17,240,18,3,4,1,3,0,1,4,-6643365949617628641,Node(170)
17,240,25,4,4,1,4,0,1,4,885518374500767473,Node(150)
17,240,17,3,5,1,3,0,1,5,4832248169885024569,Node(217)
17,240,20,4,8,1,5,1,1,8,5839908503596084952,Node(87)
17,240,15,4,4,1,4,0,1,4,-8302090878447041737,Node(74)
17,240,23,5,6,1,5,0,1,6,-6928267744856600658,Node(151)
17,240,18,4,7,1,4,0,1,7,8436825290794904326,Node(106)
17,240,15,4,6,1,4,0,1,6,1386336363685630198,Node(47)
17,240,18,5,6,1,5,0,1,6,-5478441567296195722,Node(91)
17,240,15,4,6,1,4,0,1,6,4469370155962343821,Node(174)
17,240,14,3,4,1,3,0,1,4,-6898850096666955163,Node(239)
17,240,15,6,7,1,6,0,1,7,2282134189109656557,Node(140)
17,240,13,6,7,1,6,0,1,7,6169827969551969432,Node(64)
17,240,15,3,5,1,3,0,1,5,-4307077674830271592,Node(79)
17,240,19,3,5,1,4,1,1,5,1037427731869274751,Node(155)
17,240,23,4,4,1,4,0,1,4,-5896317932889965839,Node(127)
17,240,18,4,6,1,5,1,1,6,-8518553423836996543,Node(223)
17,240,18,4,9,1,6,2,1,9,-6789272207006232470,Node(210)
17,240,12,4,5,1,4,0,1,5,-3496163330939699203,Node(26)
17,240,20,4,5,1,4,0,1,5,6241343232821299559,Node(34)
17,240,14,4,5,1,4,0,1,5,-6781679017068840527,Node(220)
17,240,16,6,6,1,6,0,1,6,4499068828991790806,Node(30)
17,240,9,3,5,1,3,0,1,5,-3772046712186802036,Node(229)
17,240,14,4,6,1,4,0,1,6,-5042051127735230998,Node(239)
17,240,22,4,4,1,4,0,1,4,8745403032692733802,Node(159)
17,240,15,4,6,1,4,0,1,6,5341777035930703374,Node(3)
17,240,14,3,6,1,5,2,1,6,2259206245405014370,Node(66)
17,240,21,3,5,1,3,0,1,5,-3461873094850991156,Node(140)
17,240,6,4,5,1,4,0,1,5,-7966172291757304323,Node(239)
17,240,19,3,6,1,3,0,1,6,758649663349667549,Node(122)
17,240,21,5,5,1,5,0,1,5,2881490369197300836,Node(197)
17,240,22,5,6,1,5,0,1,6,-6797199076897196371,Node(57)
17,240,22,6,6,1,6,0,1,6,7157181715955129576,Node(31)
17,240,17,4,4,1,4,0,1,4,-7195953012814221580,Node(194)
17,240,16,4,5,1,4,0,1,5,-2671461739428378912,Node(9)
17,240,20,3,5,1,4,1,1,5,-5770122174141734187,Node(165)
17,240,22,4,7,1,4,0,1,7,-6822822874948415445,Node(25)
17,240,21,3,7,1,4,1,1,7,3817510011590769769,Node(232)
17,240,6,2,4,1,3,1,1,4,-6156474331403829144,Node(78)
17,240,20,3,7,1,5,2,1,7,-3005356787332456171,Node(25)
17,240,12,6,7,1,6,0,1,7,360281719921078442,Node(195)
17,240,17,3,4,1,3,0,1,4,-2886403856729687728,Node(220)
17,240,8,4,7,1,4,0,1,7,-8730124506710507801,Node(222)
17,240,14,4,8,1,4,0,1,8,-3604550174226622201,Node(218)
17,240,13,3,5,1,4,1,1,5,-2859002935382884496,Node(18)
17,240,16,5,7,1,6,1,1,7,-6124303501546201497,Node(198)
17,240,23,4,5,1,4,0,1,5,1499330165758015396,Node(195)
17,240,26,4,5,1,4,0,1,5,-430796082364211371,Node(200)
17,240,16,5,6,1,5,0,1,6,-2109113332918115787,Node(130)
17,240,18,5,5,1,5,0,1,5,-3273453154818362531,Node(66)
17,240,24,4,7,1,4,0,1,7,-2890100712493667246,Node(32)
17,240,21,3,6,1,4,1,1,6,-5556281940096577637,Node(203)
17,240,12,2,3,1,2,0,1,3,-1983699471818340808,Node(14)
17,240,10,3,5,1,3,0,1,5,6036823602501445526,Node(202)
17,240,19,4,5,1,5,1,1,5,7910294809310502620,Node(81)
17,240,20,4,4,1,4,0,1,4,6487053123121221246,Node(142)
17,240,8,3,3,1,3,0,1,3,3037949000744374778,Node(135)
17,240,16,5,5,1,5,0,1,5,-6548770510721628436,Node(186)
17,240,20,6,7,1,7,1,1,7,-980087998099268823,Node(160)
17,240,16,5,5,1,5,0,1,5,1960276744259592828,Node(53)
17,240,19,4,4,1,4,0,1,4,-5684562515340772035,Node(210)
17,240,20,4,6,1,4,0,1,6,-5773491675398114428,Node(163)
17,240,23,5,8,1,6,1,1,8,-4299136540621750973,Node(180)
17,240,14,4,6,1,4,0,1,6,6603118291474168427,Node(203)
17,240,16,4,4,1,4,0,1,4,504452684498222779,Node(87)
17,240,19,4,7,1,5,1,1,7,6189130236205193934,Node(82)
17,240,20,6,7,1,6,0,1,7,4762586748367746438,Node(111)
17,240,19,3,4,1,3,0,1,4,-1541552495859488778,Node(140)
17,240,10,3,3,1,3,0,1,3,-1131569281741456800,Node(132)
17,240,20,3,6,1,3,0,1,6,6059436992706708114,Node(134)
17,240,15,4,5,1,4,0,1,5,-5003803369539984944,Node(78)
17,240,11,3,4,1,3,0,1,4,8061388760078045288,Node(95)
17,240,12,4,4,1,4,0,1,4,-3069214716132080344,Node(86)
17,240,20,3,5,1,4,1,1,5,673625242850230697,Node(186)
17,240,10,5,5,1,5,0,1,5,3550177575408764896,Node(24)
17,240,20,3,6,1,4,1,1,6,1441768082567193056,Node(237)
17,240,15,5,7,1,5,0,1,7,1572864915516076001,Node(29)
17,240,19,3,5,1,4,1,1,5,8849407454942461448,Node(239)
17,240,17,5,7,1,5,0,1,7,4090244990225633325,Node(54)
17,240,14,4,5,1,4,0,1,5,4942992280815692919,Node(115)
17,240,20,4,4,1,4,0,1,4,3099621063456507418,Node(43)
17,240,11,4,6,1,4,0,1,6,7370199575603684500,Node(72)
17,240,8,3,5,1,3,0,1,5,-5100495381660272625,Node(236)
17,240,15,3,5,1,3,0,1,5,-9097824509439467155,Node(27)
17,240,11,4,6,1,4,0,1,6,8162178109784636981,Node(212)
17,240,23,4,7,1,4,0,1,7,-8663277070474157540,Node(100)
17,240,22,5,5,1,5,0,1,5,-4467350742669033855,Node(191)
17,240,21,5,6,1,5,0,1,6,-5999708692131363557,Node(137)
17,240,10,3,5,1,3,0,1,5,-2551812474153226871,Node(79)
17,240,18,6,9,1,6,0,1,9,8929884453384284607,Node(155)
17,240,16,4,4,1,4,0,1,4,3693120077918410260,Node(17)
17,240,12,4,5,1,4,0,1,5,1190192829295369884,Node(207)
17,240,19,5,5,1,5,0,1,5,-228193537109468474,Node(134)
17,240,13,4,4,1,4,0,1,4,8057739952163742077,Node(82)
17,240,12,4,5,1,4,0,1,5,6259468376434034715,Node(113)
17,240,16,4,6,1,4,0,1,6,-2102442731954947850,Node(52)
17,240,15,4,7,1,5,1,1,7,3868988761370224163,Node(231)
17,240,13,3,4,1,3,0,1,4,-7362353942933255754,Node(8)
17,240,15,4,8,1,4,0,1,8,6318499858575330393,Node(173)
17,240,9,1,4,1,2,1,1,4,-1517562153194701451,Node(151)
17,240,19,4,4,1,4,0,1,4,2589851454852764515,Node(217)
17,240,18,5,6,1,5,0,1,6,-8389679119374024622,Node(217)
17,240,23,3,5,1,3,0,1,5,-3391804319853059352,Node(131)
17,240,14,5,6,1,6,1,1,6,-6996685387032193547,Node(18)
17,240,22,4,5,1,4,0,1,5,5656889335111382359,Node(89)
17,240,11,3,5,1,3,0,1,5,2347520307212862552,Node(163)
17,240,16,3,7,1,4,1,1,7,-691560539823311835,Node(172)
17,240,18,3,3,1,3,0,1,3,-1692260226459447182,Node(15)
17,240,15,4,6,1,5,1,1,6,2673118182611468764,Node(65)
17,240,20,3,5,1,3,0,1,5,-2522582067793828275,Node(88)
17,240,6,2,3,1,2,0,1,3,775308444492905552,Node(71)
17,240,12,3,5,1,3,0,1,5,-6985614926241708714,Node(230)
17,240,9,5,6,1,5,0,1,6,-6399871835596595797,Node(82)
