14 198 UDG 12.536 12.2068518130495 12.8651481869505 GG 3.644 3.54745078993177 3.74054921006823 PDT 5.302 5.18339826381035 5.42060173618965 GG/UDG 0.315857203532771 0.304269485371036 0.327444921694506 PDT/UDG 0.452078449290424 0.439677065394746 0.464479833186101 BFP 5.08 4.97032403216748 5.18967596783252 rPDT 6.302 6.18339826381035 6.42060173618965 BFP/GG 1.46723571428572 1.42854325700674 1.50592817156469 rPDT/PDT 1.20247142857143 1.1972668716299 1.20767598551296
15 212 UDG 13.44 13.07552009482 13.80447990518 GG 3.69 3.5945457864733 3.7854542135267 PDT 5.358 5.23472749878744 5.48127250121256 GG/UDG 0.295204035662981 0.285603289276418 0.304804782049544 PDT/UDG 0.425252730236914 0.413832809548996 0.436672650924832 BFP 5.178 5.06430932188082 5.29169067811918 rPDT 6.358 6.23472749878744 6.48127250121256 BFP/GG 1.46684082450616 1.42903791392682 1.50464373508549 rPDT/PDT 1.20077933645068 1.19543666014578 1.20612201275558
16 226 UDG 14.828 14.4709741126876 15.1850258873124 GG 3.822 3.73030567797731 3.91369432202269 PDT 5.552 5.43056551137671 5.67343448862329 GG/UDG 0.273754207698705 0.265170835900406 0.282337579497003 PDT/UDG 0.396214968901544 0.385253774750811 0.407176163052277 BFP 5.254 5.15278031679164 5.35521968320836 rPDT 6.552 6.43056551137671 6.67343448862329 BFP/GG 1.4376380952381 1.40206182127588 1.47321436920031 rPDT/PDT 1.19327619047619 1.18830107281809 1.1982513081343
17 240 UDG 15.878 15.4747625354072 16.2812374645928 GG 3.828 3.735800133345 3.920199866655 PDT 5.484 5.36686662174768 5.60113337825232 GG/UDG 0.259845261641686 0.251149714915182 0.268540808368189 PDT/UDG 0.372339082710513 0.36098157606028 0.383696589360745 BFP 5.368 5.2557285720978 5.48027142790221 rPDT 6.484 6.36686662174768 6.60113337825232 BFP/GG 1.46085952380953 1.42435581799861 1.49736322962044 rPDT/PDT 1.19456111111111 1.18981433906007 1.19930788316216
18 254 UDG 16.464 16.0244990819432 16.9035009180568 GG 3.758 3.66459881223882 3.85140118776118 PDT 5.462 5.34230974701673 5.58169025298327 GG/UDG 0.249126401050845 0.240231887900757 0.258020914200933 PDT/UDG 0.358061193501636 0.347263857957407 0.368858529045865 BFP 5.362 5.24896538787079 5.47503461212921 rPDT 6.462 6.34230974701673 6.58169025298327 BFP/GG 1.50580476190476 1.46086327704927 1.55074624676026 rPDT/PDT 1.19685555555556 1.19159923110869 1.20211188000243
19 268 UDG 17.106 16.690158721187 17.521841278813 GG 3.774 3.67786308889506 3.87013691110494 PDT 5.588 5.46787083410262 5.70812916589738 GG/UDG 0.236389926872686 0.228183444645255 0.244596409100118 PDT/UDG 0.349068122488809 0.338885717042365 0.359250527935254 BFP 5.33 5.21743728361487 5.44256271638513 rPDT 6.588 6.46787083410262 6.70812916589738 BFP/GG 1.48758412698413 1.44670577057503 1.52846248339323 rPDT/PDT 1.19073571428572 1.18622905932212 1.19524236924931
20 282 UDG 18.304 17.8373752130579 18.7706247869421 GG 3.798 3.70942205067174 3.88657794932826 PDT 5.594 5.46901517834233 5.71898482165767 GG/UDG 0.228360257868432 0.219585680665581 0.237134835071284 PDT/UDG 0.329527375947177 0.319280480653753 0.339774271240602 BFP 5.358 5.25496154914208 5.46103845085792 rPDT 6.594 6.46901517834233 6.71898482165767 BFP/GG 1.47524761904762 1.43705111961504 1.5134441184802 rPDT/PDT 1.1923341991342 1.18715181497449 1.19751658329391
21 297 UDG 19.874 19.4333692966703 20.3146307033297 GG 3.868 3.77365186211059 3.96234813788941 PDT 5.774 5.65308455153786 5.89491544846214 GG/UDG 0.2083316170257 0.200869693577728 0.215793540473671 PDT/UDG 0.30992930942 0.300218907868425 0.319639710971574 BFP 5.504 5.39501328398011 5.61298671601989 rPDT 6.774 6.65308455153786 6.89491544846214 BFP/GG 1.50187380952381 1.45740064212874 1.54634697691889 rPDT/PDT 1.18380079365079 1.17970906002236 1.18789252727922
22 311 UDG 20.416 19.9445318367686 20.8874681632314 GG 3.794 3.70158588568406 3.88641411431594 PDT 5.674 5.55141852245629 5.79658147754371 GG/UDG 0.197926111350007 0.191435338222187 0.204416884477826 PDT/UDG 0.293622214119057 0.285341647865325 0.301902780372789 BFP 5.442 5.3336974159348 5.5503025840652 rPDT 6.674 6.55141852245629 6.79658147754371 BFP/GG 1.50427380952381 1.46525914516653 1.54328847388109 rPDT/PDT 1.18847698412699 1.18385947046957 1.1930944977844
23 325 UDG 21.538 21.049991046128 22.026008953872 GG 3.868 3.77076440197541 3.96523559802459 PDT 5.752 5.62611684279778 5.87788315720222 GG/UDG 0.190891567687638 0.184784914617208 0.196998220758069 PDT/UDG 0.284092426166409 0.275420644706025 0.292764207626792 BFP 5.432 5.31847636685166 5.54552363314835 rPDT 6.752 6.62611684279778 6.87788315720222 BFP/GG 1.47941904761905 1.43607063779113 1.52276745744698 rPDT/PDT 1.18622070707071 1.18151371053704 1.19092770360438
