4 154 1.8760572977997412 1.8760572977997412 1.5023497596617552 1.5023497596617552 124 804 1300 0 124 804 1300 30 2530 2 2 24.87486923298899 true true -6863310673102506451
4 154 1.7456670030138524 1.7456670030138524 1.4403901532052028 1.4403901532052028 156 772 1236 0 156 772 1236 28 2204 2 2 21.19403892961484 true true 8736438780042330470
4 154 2.1878839152478267 1.8509424202006168 1.3059934268346118 1.2394291019687689 104 746 1184 0 104 746 1184 14 1778 2 2 67.5264109522119 true true -3052188417751693503
4 154 1.493897436594863 1.493897436594863 1.3964488220460674 1.3964488220460674 120 762 1216 0 120 762 1216 24 2008 2 2 6.978316212549383 true true 2702200169382771854
4 154 1.4984174847852192 1.4984174847852192 1.4151737048800135 1.4151737048800135 156 798 1288 6 156 798 1288 24 2190 2 2 5.882230543017586 true true 7181148909860928308
4 154 1.8395227856241225 1.8395227856241225 1.8395227856241225 1.8395227856241225 152 810 1312 0 152 810 1312 32 2436 2 2 0.0 true true -3485273953087082041
4 154 1.6101691097572037 1.6101691097572037 1.4509990341318337 1.4509990341318337 92 776 1244 0 92 776 1244 14 2046 2 2 10.969688599455555 true true -7646676028142801663
4 154 1.646851438606712 1.646851438606712 1.584498912424981 1.584498912424981 116 836 1364 0 116 836 1364 18 2626 2 2 3.9351573985181214 true true 4246042317819258227
4 154 1.6995358614215543 1.6995358614215543 1.3426868518268351 1.3358312116806452 104 754 1200 0 104 754 1200 14 1980 2 2 26.577232741141167 true true -5385724113848004071
4 154 1.6726224234396199 1.6726224234396199 1.3937253382393142 1.3937253382393142 132 752 1196 0 132 752 1196 22 1720 2 2 20.010907281963807 true true 1965087724095581617
