4 154 1.4266719766904141 1.4266719766904141 1.2155995736470282 1.2155995736470282 96 784 1260 0 96 784 1260 4 2228 2 2 17.36364569544302 true true 7903096471622857098
4 154 1.4965453499192776 1.4965453499192776 1.273574020563112 1.273574020563112 132 770 1232 0 132 770 1232 14 1992 2 2 17.507528086791414 true true 8963943073277930486
4 154 1.8607809505767543 1.8607809505767543 1.2845841436077867 1.2845841436077867 224 822 1336 4 224 822 1336 18 2336 2 2 44.85473449413009 true true 4275314478288873693
4 154 1.4761947564283069 1.4761947564283069 1.2768010861794474 1.2768010861794474 208 804 1300 4 208 804 1300 12 2240 0 2 15.616658883452402 true true 4427821935937959676
4 154 1.4416721066371956 1.4416721066371956 1.345160377949185 1.345160377949185 180 762 1216 6 180 762 1216 48 2150 2 2 7.174737694486007 true true -7945291582911618887
4 154 1.4248653019288826 1.4248653019288826 1.2746178882074481 1.2746178882074481 260 842 1376 4 260 842 1376 10 3044 2 2 11.78764358412811 true true 6308650380476726400
4 154 1.7966933206710463 1.5321216318577797 1.6272911241391765 1.3615239796241074 128 790 1272 0 128 790 1272 16 2286 2 2 10.410073158942723 true true 423979830919273605
4 154 1.606630235178874 1.606630235178874 1.286883118442091 1.286883118442091 172 798 1288 0 172 798 1288 32 2688 0 2 24.846632312954018 true true -4855719314231982307
4 154 2.0044127332338695 2.0044127332338695 2.0044127332338695 2.0044127332338695 128 802 1296 0 128 802 1296 8 2270 2 2 0.0 true true 1061607159103359232
4 154 1.5162130838376 1.5162130838376 1.3468363094335662 1.3468363094335662 148 822 1336 0 148 822 1336 40 2402 2 2 12.575899032248984 true true -3702718240308084703
4 154 2.2099612719700574 1.5524825480071056 1.8704536527549445 1.2917905950955653 132 766 1224 2 132 766 1224 18 2042 2 2 18.151084295248946 true true 3679749000182071939
4 154 1.5489625042738233 1.5261952994145873 1.33762932157382 1.33762932157382 156 830 1352 0 156 830 1352 18 2726 2 2 15.799084192573934 true true 1565072919743035546
4 154 1.6170502869556622 1.6170502869556622 1.426933748125128 1.426933748125128 224 822 1336 4 224 822 1336 36 2668 2 2 13.323431384276349 true true 2091969673013681539
4 154 1.4826149688603045 1.4826149688603045 1.3105628310957422 1.3105628310957422 120 808 1308 0 120 808 1308 6 2436 0 2 13.128110585946654 true true -1826178271986427133
4 154 1.8909275055239028 1.8102587920916453 1.6481348618771847 1.6034990909013573 204 872 1436 0 204 872 1436 40 3366 2 2 14.731357807102219 true true 9084728000507277256
4 154 1.719001003707343 1.719001003707343 1.3274394254078612 1.3274394254078612 140 816 1324 0 140 816 1324 6 2490 0 2 29.497510078787435 true true 3631259586108798845
4 154 1.477803898670995 1.477803898670995 1.235465231242819 1.235465231242819 136 800 1292 4 136 800 1292 28 2138 2 2 19.615175020700086 true true -5831128350881254928
4 154 1.5979744364935686 1.5979744364935686 1.4561177152943592 1.4561177152943592 208 812 1316 2 208 812 1316 32 2446 2 2 9.742119040872504 true true 7153484949819228385
4 154 2.079320806148694 2.079320806148694 1.325917811113283 1.325917811113283 76 696 1084 0 76 696 1084 6 1366 2 2 56.82124402588949 true true 8253698889595068503
4 154 1.570828436748886 1.570828436748886 1.3798947189784738 1.3798947189784738 172 812 1316 0 172 812 1316 10 2750 0 2 13.836832270200954 true true -223362012010026687
4 154 2.014117019060523 2.014117019060523 2.014117019060523 2.014117019060523 156 818 1328 0 156 818 1328 18 2738 2 2 0.0 true true 564371716816589350
4 154 1.862362330881369 1.862362330881369 1.2681461281674866 1.2681461281674866 84 756 1204 0 84 756 1204 22 1680 2 2 46.85707660303664 true true -5916911619117531675
4 154 1.669093715737782 1.5205677686718782 1.3531283068589024 1.3531283068589024 116 768 1228 0 116 768 1228 20 1884 2 2 23.350735275973133 true true 1871850278917171717
4 154 1.5213518639011103 1.5213518639011103 1.4811941832974806 1.4811941832974806 108 750 1192 0 108 750 1192 6 1696 2 2 2.7111692076881777 true true 3206619515443718622
4 154 1.4447406752476901 1.4447406752476901 1.265609568004482 1.265609568004482 120 756 1204 0 120 756 1204 6 1998 0 2 14.153741546506199 true true -5577764293206277853
4 154 1.576933956635528 1.576933956635528 1.3598706918480725 1.3598706918480725 268 824 1340 4 268 824 1340 40 2894 2 2 15.962051839830831 true true 4054177267982163744
4 154 1.499244126950555 1.499244126950555 1.21240225755873 1.21240225755873 128 736 1164 0 128 736 1164 16 1884 0 2 23.658968597551457 true true 935504900561076461
