3,95,99.99999999999993,106.95730969730992,5,118.96096236406225,9,109.46746448795254,6,182.8487716848829,12,174.40786512621926,8,115.80633768071128,5,115.80633768071128,5,Node(94),Node(95),-1433574684317750401
6,190,99.99999999999993,110.77547654780835,4,114.47073589819584,7,112.85117312193609,6,305.02214351615225,21,134.12780420859644,8,110.77547654780835,4,110.77547654780835,4,Node(189),Node(190),-8239152291660055214
8,254,99.99999999999993,101.81747953189209,5,113.87555340819807,8,105.47176682019774,6,143.2180100478669,11,136.1414086377628,8,101.81747953189212,5,101.81747953189212,5,Node(253),Node(254),-6276780436708627297
4,127,99.99999999999993,108.3314229576191,5,110.84552531562227,8,109.81269759149521,7,167.3126396741257,12,184.0629735487709,11,125.95171998770513,5,125.95171998770513,5,Node(126),Node(127),-7738423330258665958
7,222,99.99999999999993,105.20377246023352,5,122.70473110804018,8,105.20377246023352,5,144.4524308974367,9,135.27447505135376,7,110.92342351591981,5,110.92342351591981,5,Node(221),Node(222),-7290415070399611669
9,286,99.99999999999993,105.09189115002155,5,108.04721225965534,6,108.04721225965534,6,168.03557412557944,11,193.47121873396267,9,106.95337495872263,5,106.95337495872263,5,Node(285),Node(286),-5395146950942810125
5,159,99.99999999999993,109.89061619423316,5,121.17084341090708,8,112.4482959712621,7,148.76727296466947,9,157.36596357004004,9,115.2441868429041,5,115.2441868429041,5,Node(158),Node(159),4959312297398935707
11,350,99.99999999999993,101.7717101090997,5,115.89449993753534,8,108.07878406806414,6,124.20877285267113,9,112.02776325931663,7,113.34937422319922,5,113.34937422319922,5,Node(349),Node(350),3111377213695201568
10,318,99.99999999999993,118.49944023468778,5,127.03597668202379,7,119.33707002389971,6,236.58407973660962,14,272.1144164148287,13,222.0964274337012,11,137.9992566635414,6,Node(317),Node(318),8735840469724556216
3,95,99.99999999999993,109.6501188878436,5,113.61276208763098,9,110.70719596128185,7,237.17499536523812,14,168.75283436380099,10,114.94515630237484,5,114.94515630237484,5,Node(94),Node(95),-916849375685974766
4,127,99.99999999999993,119.02400162210225,6,122.20409630026259,8,120.13429465988798,7,148.93395562697108,8,139.58426848352772,7,138.06236594991316,6,138.06236594991316,6,Node(126),Node(127),169248863049031297
7,222,99.99999999999993,103.81701329304597,4,118.65344013519501,9,110.80227792499416,8,189.71860789494917,14,183.02542039056803,10,113.93360769821261,4,113.93360769821261,4,Node(221),Node(222),-8193661549870775328
14,445,99.99999999999993,102.22973557750313,4,112.47302958579348,9,104.28409850842252,7,202.8763405361263,15,185.0399436567669,11,102.22973557750313,4,102.22973557750313,4,Node(444),Node(445),245974471119742673
8,254,99.99999999999993,106.12289836563,5,116.77833491827057,8,112.07461029358761,6,1643.5998621002536,97,171.8513440429928,8,108.17091948671889,5,108.17091948671889,5,Node(253),Node(254),2755054514152780916
13,413,99.99999999999993,108.33705933161741,5,114.9620552758723,8,109.14118716751523,6,1682.5421553126407,128,153.26701652006443,8,112.82358553361892,5,112.82358553361892,5,Node(412),Node(413),8019540625865411984
6,190,99.99999999999993,103.29114004088683,4,109.6955758263369,9,109.60055367696191,8,1790.122104239425,104,172.8704618469364,12,103.29114004088683,4,103.29114004088683,4,Node(189),Node(190),1756547269870137072
12,381,99.99999999999993,106.35183869135392,5,116.10782292723064,9,106.35183869135392,5,160.86914308959945,14,152.0254394265163,10,110.42210568618805,5,110.42210568618805,5,Node(380),Node(381),2266445192519578173
5,159,99.99999999999993,109.88237650347888,6,115.87201689491027,7,115.62583040856856,7,1758.7988145433358,121,149.7792284257791,9,115.94245695266034,6,115.94245695266034,6,Node(158),Node(159),4919092416484487540
3,95,99.99999999999993,116.64749025644974,6,120.02535074681437,7,116.64749025644974,6,171.37942169309864,11,148.60708779588924,7,116.64749025644976,6,116.64749025644976,6,Node(94),Node(95),2746479290875236581
11,350,99.99999999999993,103.2094354212726,5,107.46734447127172,7,107.46734447127172,6,264.4252534664255,17,137.08908874115414,8,106.4006643871656,5,106.4006643871656,5,Node(349),Node(350),-6968927588101312981
4,127,99.99999999999993,104.66019650516805,4,111.47907564133509,9,109.87708694103941,6,145.2642045415797,10,195.15925240413054,11,105.92837101350707,4,105.92837101350707,4,Node(126),Node(127),7291217424354291851
9,286,99.99999999999993,101.74050118821596,4,107.55991564062984,7,107.55991564062984,6,166.3674141798495,10,178.2584743545968,9,109.06058220670221,4,109.06058220670221,4,Node(285),Node(286),8335761462486042710
10,318,99.99999999999993,103.65626073205775,5,110.71707985214867,9,106.3785335120408,7,224.78695517977314,16,220.95651342341836,11,122.4962845316219,5,122.4962845316219,5,Node(317),Node(318),-7425569742419917559
8,254,99.99999999999993,111.4960161837285,5,111.9605128803584,6,111.9605128803584,6,141.91318680100062,7,181.8970809335412,8,116.10233188659303,5,116.10233188659303,5,Node(253),Node(254),2772648340071673677
7,222,99.99999999999993,104.13181568476017,5,104.13181568476017,5,104.13181568476017,5,132.6074808046779,7,132.6074808046779,7,106.14645009884454,5,106.14645009884454,5,Node(221),Node(222),-4792392687593409093
4,127,99.99999999999993,102.00469272945065,4,110.4426984863666,9,104.43817675937821,7,188.64659962473982,17,162.1075757533461,10,112.61149432062716,4,112.61149432062716,4,Node(126),Node(127),-1337212132863852194
6,190,99.99999999999993,107.53312025074376,5,107.62051886061589,6,107.62051886061589,6,193.05187316129383,11,146.42306319774647,8,107.53312025074376,5,107.53312025074376,5,Node(189),Node(190),-5174042697135668781
5,159,99.99999999999993,107.16992533927308,5,108.40740281396664,7,108.40740281396664,7,178.48492678934846,10,188.8839312140082,10,107.4732090429521,5,107.4732090429521,5,Node(158),Node(159),81870709656494814
10,318,99.99999999999993,107.55262734708693,5,116.28296548176768,9,109.78733305485619,7,141.58300484795666,10,135.0873724210452,8,122.07452778717553,5,122.07452778717553,5,Node(317),Node(318),4809536514664420055
3,95,99.99999999999993,110.63184243831473,5,124.46128177405265,9,111.05484264612667,6,124.46128177405264,9,111.51392398482598,7,118.34046298979129,5,118.34046298979129,5,Node(94),Node(95),-6185780027418705218
13,413,99.99999999999993,100.23304928286532,4,112.27281174871564,7,104.8470502495914,6,141.43688369917436,12,155.2529406127743,9,107.70214128491591,4,107.70214128491591,4,Node(412),Node(413),-6600279316027786363
9,286,99.99999999999993,104.55153955872535,5,105.21862560404763,8,104.70958476074605,7,156.23900126086693,12,135.03015747667496,8,104.62870553775426,5,104.62870553775426,5,Node(285),Node(286),290338214173598162
11,350,99.99999999999993,127.99167657733216,5,132.83727300304372,8,130.2540328296261,7,326.700929747279,27,338.56253453157416,20,129.08876003051145,5,129.08876003051145,5,Node(349),Node(350),4265709587852962590
12,381,99.99999999999993,103.7756449404385,5,113.0498968541522,8,109.50891613027595,7,149.12212501227813,11,141.2218476253303,9,114.95792623494849,5,114.95792623494849,5,Node(380),Node(381),30231288970503593
4,127,99.99999999999993,102.57974148250044,4,107.96459851652699,8,107.25935065669265,8,188.44299942321308,13,173.2230347727035,12,103.7356485325016,4,103.7356485325016,4,Node(126),Node(127),-421853294076059453
8,254,99.99999999999993,106.10912865488467,4,115.27091289185793,6,111.56838570157758,6,161.9753746321001,9,160.54155090780372,8,106.10912865488466,4,106.10912865488466,4,Node(253),Node(254),2893945995541583358
7,222,99.99999999999993,121.64066897835644,5,133.4662247913734,8,123.95308583613576,6,155.23956108149986,9,127.29278644081532,7,125.4628542381167,5,125.4628542381167,5,Node(221),Node(222),8804572180297275660
6,190,99.99999999999993,104.4165221003121,5,107.09114203691557,5,107.09114203691557,5,150.32230022291262,8,164.39389475067568,8,106.84901206206585,5,106.84901206206585,5,Node(189),Node(190),5323594433903506766
14,445,99.99999999999993,120.38465872307385,5,131.2549967354738,8,124.31502331575554,6,168.73425120252998,9,1556.752434016304,101,127.14491858434775,5,127.14491858434775,5,Node(444),Node(445),-3457772350571381171
3,95,99.99999999999993,100.05298753718318,4,116.59904124468638,9,106.59684403697507,6,156.83906919150462,13,150.06661941630145,10,103.57667996755032,4,103.57667996755032,4,Node(94),Node(95),-7365998707147674894
5,159,99.99999999999993,116.8736392679896,5,119.8090034320646,7,119.8090034320646,7,198.17729677921741,10,189.68606836106616,9,136.06514456414604,6,136.06514456414604,6,Node(158),Node(159),-7141771119295791955
9,286,99.99999999999993,164.50684406644962,7,177.22818845593096,11,172.34228940004806,10,251.14245817120647,16,238.9885516315186,13,216.58603428338535,12,211.70013522750244,10,Node(285),Node(286),-1527730700145677523
10,318,99.99999999999993,104.45077621063007,4,105.75783122782714,8,104.67199264757672,7,159.80606329605502,12,152.28442908093447,10,108.39721748847059,4,108.39721748847059,4,Node(317),Node(318),-5544185553573445884
4,127,99.99999999999993,104.31423364109251,4,109.17891429487045,8,105.59957275286226,6,151.37834350267596,10,146.783301710691,8,105.00797886585386,4,105.00797886585386,4,Node(126),Node(127),4009411516534365187
13,413,99.99999999999993,109.03589571118329,5,120.36186413306211,9,116.49597185933303,6,142.4809705829756,10,206.16698626678553,14,119.10047916017294,5,119.10047916017294,5,Node(412),Node(413),3786644942307640825
12,381,99.99999999999993,116.66381115015815,5,126.45950039092222,9,116.68724685205794,6,164.28669445363775,10,154.27564006981797,8,119.08622406227494,5,119.08622406227494,5,Node(380),Node(381),-7274242249277038400
8,254,99.99999999999993,100.76309358036397,4,115.61179899302168,7,107.51982050565513,6,160.22869871679526,13,199.83325769172285,11,101.0365785609678,4,101.0365785609678,4,Node(253),Node(254),-721261414205713061
