5 192 1.77210772475781 1.75670228160982 1.78751316790579 1.7406563527104 1.72640085804216 1.75491184737864 1.50026868893503 1.48481116170717 1.51572621616289 1.47273641285921 1.45809988272867 1.48737294298976 3405.418 3390.04405703232 3420.79194296768 7880.776 7812.40377994697 7949.14822005303 3457.044 3440.96954347975 3473.11845652025 2 3 19.150542742896 17.8984784844887 20.4026070013032
6 231 1.79638104438614 1.78230048744815 1.81046160132412 1.76480125949099 1.75163297031213 1.77796954866984 1.51622942590715 1.50239736073293 1.53006149108137 1.48330622718998 1.47029756193829 1.49631489244167 5010.46 4988.37469696984 5032.54530303016 13052.796 12943.7766647539 13161.8153352461 5112.684 5089.13278025656 5136.23521974344 2 3 19.4059743256293 18.1935628245609 20.6183858266978
7 269 1.82183695341635 1.80854893570054 1.83512497113215 1.78094692839228 1.76937564036295 1.79251821642161 1.55550315485526 1.54190160926852 1.569104700442 1.5088178585361 1.49571438545002 1.52192133162217 6902.45 6874.93506351283 6929.96493648717 19796.224 19645.7624401391 19946.6855598609 7078.124 7048.51071958104 7107.73728041896 2 3 18.0137800737992 16.8421331052948 19.1854270423036
8 308 1.85553416783182 1.84213285726854 1.8689354783951 1.80910065467416 1.79721548736171 1.8209858219866 1.55933174542338 1.54586349731335 1.5727999935334 1.50674806743637 1.49437222677087 1.51912390810187 9198.296 9162.9508591716 9233.6411408284 28749 28545.4353773981 28952.5646226019 9478.848 9439.78098963001 9517.91501036999 2 3 19.834273908814 18.6992785146879 20.9692693029402
9 346 1.85391542977933 1.84210463043897 1.86572622911969 1.81741194864756 1.80700427770793 1.82781961958719 1.56380462758126 1.55171253452276 1.57589672063976 1.50723810838087 1.49649010969 1.51798610707174 11802.696 11762.5768642688 11842.8151357312 39631.46 39388.0719717834 39874.8480282166 12227.396 12182.7584552272 12272.0335447728 2 4 19.2458533650818 18.2257961066324 20.2659106235312
10 384 1.86218334911416 1.85124353645757 1.87312316177074 1.82352726228432 1.81398406945334 1.8330704551153 1.56772677794779 1.55661258673184 1.57884096916374 1.50274846357264 1.49299752939029 1.512499397755 14828.208 14779.8821738027 14876.5338261973 53193.912 52880.5916556756 53507.2323443244 15433.816 15379.3908613009 15488.2411386991 2 3 19.4650462163636 18.442466423912 20.4876260088151
11 423 1.8824579676016 1.87201627066056 1.89289966454264 1.84443012769715 1.83533876885511 1.85352148653919 1.56103476694102 1.54974090668122 1.57232862720081 1.49329716095745 1.48345682435204 1.50313749756285 18297.908 18239.6551492222 18356.1608507778 69734.456 69351.4107683956 70117.5012316045 19143.524 19077.904081103 19209.143918897 2 4 21.2530297870084 20.2844869410638 22.2215726329529
12 461 1.88653041074594 1.87666174770284 1.89639907378904 1.85463438028514 1.8460104467601 1.86325831381017 1.56727765328322 1.55605405543597 1.57850125113048 1.50056377535423 1.49087449555677 1.5102530551517 22056.084 21992.1170632708 22120.0509367292 88544.332 88098.6169465492 88990.0470534508 23179.756 23107.1210230169 23252.3909769831 2 4 21.005005132323 20.0767458177399 21.9332644469061
13 499 1.89208641397098 1.88170084727386 1.90247198066809 1.8612815514131 1.85259279893468 1.86997030389151 1.56200433143769 1.55085848236722 1.57315018050815 1.48752959032399 1.47900035730786 1.49605882334011 26314.514 26240.0605120782 26388.9674879218 111085.872 110551.986287605 111619.757712395 27791.548 27705.9742705442 27877.1217294558 2 4 21.8414508984791 20.8207106031465 22.8621911938117
14 538 1.89957779255838 1.89021097585736 1.90894460925941 1.87265756785121 1.86389094042898 1.88142419527343 1.55111147377538 1.54013283119062 1.56209011636014 1.48425177859742 1.47524163383474 1.49326192336009 31091.246 31007.2051233148 31175.2868766852 137235.276 136617.423524052 137853.128475948 32996.768 32899.7981264598 33093.7378735402 2 4 23.1512173995121 22.1874449345375 24.1149898644867
15 576 1.91428030342811 1.90434813336457 1.92421247349166 1.88977564410927 1.88059393972481 1.89895734849373 1.54459922300844 1.53475845038108 1.5544399956358 1.47874520043803 1.47072358969966 1.4867668111764 36395.016 36303.6938294045 36486.3381705955 167929.312 167224.373407066 168634.250592934 38806.436 38700.7779063254 38912.0940936746 2 4 24.513140414802 23.5616903219797 25.4645905076243
16 615 1.91664026001344 1.90755517316572 1.92572534686115 1.89168708234468 1.88357548049856 1.89979868419079 1.5421273691469 1.53231789508608 1.55193684320772 1.47249934724232 1.46486271448967 1.48013597999496 42193.942 42086.7145577943 42301.1694422058 202102.408 201283.772336001 202921.043663999 45203.036 45077.3149932958 45328.7570067042 2 4 24.8488408373353 23.9433717640448 25.7543099106259
